Text,Label
"Actually, everything the bible say's belies your ""atheist answer"". The reality is that the world itself and all of Gods Creation speaks to His existence as being self evident. It takes a degree of faith to accept Jesus as our personal Savior, but as far as accepting the reality of God Himself, all one need do is look observe the world we live in to see that only an incredible and loving God could create such a Beautiful and marvelous World with so many amazing symbiotic and perfectly interdependent forms of life.",0
"Well, let's be honest here. People fear gay marriage, not that it might come about via judicial fiat. That's just the current whipping horse because that's how it happened first, for some broad values of judicial fiat of course. There was a recent post here about rights granted gays by their state legislature, Oregon I think, and a group jumped in and forced the law on hold via a petition drive. So it really isn't the means by which gays get equality that upsets some folks, it's the equality itself. ""judicial fiat"" is just a phrase people can use so they can avoid stating their true motives, preventing gays from being treated as equals.",0
"Yes, it does. But determining that age is not a question answered by evolution.",0
"?? What are you trying to say?Science is knowledge, all knowledge, that is, anything we find to be true. There is no other ""truth"" out there, if there were, we'd be omniscient.",0
"Now, now ZSU, we learned from comrade star gazer that GW created the Continental Army. I am sure these gentlemen have some equally illogical and inaccurate 'facts' to scatter around the barnyard emoticonXHoho",0
"There are several scientific explanations for the nature of the earth. Some use 'science' to say that the world is flat. Granted that these beliefs aren't widely accepted, but then not all religions are widely accepted. By your reasoning or 'logic' you must ask yourself about whether you should rely on science when there are many different scientific theories.The Flat Earth News, at least back then, had a regular column, ""One Hundred Proofs Earth is Not a Globe.""(go to http://www.flat-earth.org/)Other theories taught as sciencephrenologyalchemyevolutioneugenicsneptunismTheories of the Aether Articles relating to the Emergence of Scientific Theories of the Cosmic Aether(http://www.mountainman.com.au/aether.html)What about 'metascience'?http://www.calresco.org/lucas/science.htmOr, sciences used to support political ends...What about Marxist Sciencehttp://www.marxists.org/archive/hald...philosophy.htmor Chaos Theory and Marxismhttp://www.marxist.com/science/chaostheory.htmlThere's Nazi Sciencehttp://www.webster.edu/~woolflm/naziscience.htmlNationalist Sciencehttp://www.ljudmila.org/nettime/zkp4/08.htmOr social ends...Scientific Racismhttp://www.press.uillinois.edu/f02/tucker.htmlMainstream scientists instead of using the word 'heretic' use the word 'pseudo-science' to categorise fringe beliefs.",0
"None of the 'fishersci' links would take, but I did get a look at the fibre optic systems. Will try again later.",0
"Actually, I reported the real results of a study. Regular church attendees are twice as likely to vote Republican...etc., the conclusion was, however, meant to be a joke. Most got it, you didn't. emoticonXRolleyes",0
"I'm sorry, but your entire rant is nothing but ignorance based fear mongering. From YOUR ARTICLE:",0
"Actually I'm so sure of my manhood that even though I knew that charge would be levelled against me I still posted anyway. Anyway if you feel that men need to be degraded to make up for past actions to women you have gone from ""righteous"" to bitter.",0
"No, not really. All that is different is the number of steps.
 
 What is YOUR definition of 'macro-evoution'? Is it speciation? Or is it a brand new genus?
 
 We have observed speciation, where new species happened.",0
"Logical truths do not come from ""somewhere"", your question makes as much sense as ""What time is a moose?"".You do not appear to have read my post at all, variously repeating what I have said and addressing things I did not say.",0
"Not really when you consider the gun laws of the UK, and how they were changed to prevent incidents like Cumbria from ever happening.",0
"So, you're saying that you believe in absolutely everything your church believes and you support everything it does and the moment it did anything oustide of these you'd leave right?",0
"Perhaps an analogy. Lets say for the sake of the argument you do not smoke or drink (personally against it, for whatever reason). However, you believe others should have the right to drink and smoke if they so choose. So, you are personally against drinking and smoking but you are ""pro-choice"" in that regard (meaning you believe every person should make that determination for themselves).Pro-life would be: You don't drink and smoke (morally against it perhaps) and you are going to make sure that no one else is able to either.",0
Do you think humans have the pinnacle of processing power and reason in our brain for the entire universe? (aside from god),0
"That's not true -- actually, it doesn't make sense. Science is just a bunch of rules (by definition). ""Biology uses science to study life"" is true. ""Physics uses science to study the physical world"" is true, but ""science's purpose is to study life"" is not true.",0
"No, genesis is not a history lesson. It is a combination of 'just so' stories, and a religious message in allegory format. If you bothered to learn understand some of the hebrew puns behind many of the words, and also see the political commentary of events that were happening during the time it was written, that would be obvious.",0
"I'm not sure what you are saying. Are you saying that you think that theropod dinosaurs should have more feathers than this Sinornithosaurus does? First you claim that the entire forelimb would have been useless, and when shown that it was not you claim that the feathers could not have existed because they would be useless, and now when shown a fossil that shows feathers, you are surprised that there are not more.I suspect that not all of the feathers on this creature are apparent in the fossil.http://research.amnh.org/vertpaleo/feather5.jpg http://research.amnh.org/vertpaleo/feather9a.jpg http://research.amnh.org/vertpaleo/feather11.jpg But there are enough to show that feathered dinosaurs did, in fact exist. Any argument about whether or not is is possible that such creatures existed is moot. It is irrelevant that you feel that such limbs would have been useless. Obviously they were not.So now we return to your original confused and erroneous arguments.",0
"That is the declaration of independence not the constitution.I can go you one better admendment 9 and 10 talk about certain rights retained by the people.Amendment IXThe enumeration in the Constitution, of certain rights, shall not be construed to deny or disparage others retained by the people. Amendment XThe powers not delegated to the United States by the Constitution, nor prohibited by it to the states, are reserved to the states respectively, or to the people.The conservatives would argue that by offering same sex marriage that their persute of happiness is denied by gay people even existing and that they have to look at us.",0
"Right. That certainly explains the many, many versions of Christianity.",0
"The claim that only through a belief in the Biblical God - or any God - can right and wrong be known is completely stupid. 1) Ever hear of humanism? 2) EVEN CHIMPS HAVE A SENSE OF BEING TREATED RIGHTLY OR WRONGLY! AND EVEN CHIMPS HAVE BEEN SEEN TO DO FOR OTHERS WHAT THEY WOULD WANT DONE FOR THEM!EDIT: Excuse, I double checked and I was wrong ... but that's BAD news for the Creationist!EVEN CAPUCHIN MONKEYS - WHICH ARE NOT AS RELATED TO HUMANS AS ARE CHIMPS - HAVE A SENSE OF WHETHER THEY ARE BEING TREATED FAIRLY OR NOT!!!http://www.sciencedaily.com/releases...0918092951.htmChimps take this one step farther by adding into the mix how closely their social bonds are to the other participant. So chimps have a more complex sense of fairness than do capuchin monkeys.http://www.whsc.emory.edu/press_rele...nt_id_seq=2819",0
"Leaving aside for a moment the false construct you're arguing against you should read up...The Pseudo-Problem of Creation in Physical Cosmology by Adolf Grnbaumhttp://www.infidels.org/library/mode...m/problem.html"" As Bondi sees it, the steady-state theory propounded by himself and Thomas Gold in 1948 brings ""the problem of creation . . . within the scope of physical inquiry"" (Ibid.)Although some theories are deemed defunct, such as the one above, your assumptions about such things being outside the scope of science is flawed.",0
"Not really. That's the fallacy of exclusion of the middle. Because there are only two choices, if one is wrong somehow, the other is therefore correct. The problem is that there isn't only two choice for sure. Besides, science is wrong all the time, it doesn't prove that creation is right. In fact, for instance, science estaimtes of moon dust have been proven wildly wrong, and those corrections actually harm creation.",0
But that doesn't help much with calculating the length of a day from actual astronomical observations. Perhaps if we told Freeofthought that the current rate of slowing of the earth is 0.005 sec/year/year. I have no doubt that Freeofthought will misunderstand that number - it is a rate. Just assume that rate has been unchanging even though it hasn't been.A lot of the creationists misunderstanding comes from remarks like the following.,0
"The interesting thing about the 'quality of life ethic' is that, in a pro-choice framework, it means that we can't degrade anyone's quality of life without their permission. So far from entailing a cull of the elderly, the infirm, the handicapped, and the ugly, the quality of life ethic entails that we cannot kill them off. Each person is entitled to the quality of life that they desire where what they desire does not infringe on other's quality of life.",0
"You know, that is one aspect of the story that no one ever seems to focus on when refuting the flood. I think it is an excellent extra point of refutation of the whole ridiculous story.",0
So?I look into the clouds and see a cow. Clouds aren't telling me to have a steak.,0
"Right on! A real man supports those he loves, through thick and thin. He doesn't try and control the things he can't either.In the end, it's not a man's decision. It is not his body, therefore, he has no right to make the ultimate decision. He can only express his view. That's about it. (I'm pretty sure it's not any easier for her to decide). So cudos to those men.",0
Actually Archie it was neither left nor right. he went after both democrat and republican and took a center tone to the entire issue at hand. Portraying the reality of the suffering of his hometown due to jobs leaving the US and the greed on wall street.,0
In your first post. If you are to qualify that by stating I assert that reproduction is not an absolute requirement of life over the ontogeny of an individual then of course reproduction is not essential character of life.,0
Let me explain this to you.You want to stop abortions for someone else. You want to take a womans right to choose away. Where as Jito supporting a womans right to choose does not impose upon your life in any way.You want to stop me from being able to marry this does not effect your life in any way yet has a devastationg effect on my life. The left supports rights while your side want to limit the rights of others.You want to stop me from being able to marry because you have a religious belief against it even though I may have a religious belief that supports it. Therefore you are imposing your religious and moral views on me when I do not share those beliefs.,0
"I think that we've got to draw a line at some point, to demarcate between adult and child. Where ever we do draw it, it will seem, in some situations to be arbitrary. If we made it 20, the question would be why 20 year olds and not 19. Through the years society has determined that by 18 people should have attained enough life experience to form intent and to comprehend that their actions have consequences (at least as it applies to the death penalty, they can be tried as adults w/o death). We don't execute people who can't comprehend the nature of their crimes and society says that, under 18 you can't fully comprehend criminal actions.",0
"So have I, since I know that evolution has and does take place. But I catch it from both sides because I don't believe the scientific explanation of the origins of life or the beginning of intelligent awareness.",0
"So police who are not military and are civilians, unless you are paid by the DOD and come under the geneva Convention you are a civilian period. If you had of paid attention, you should know that it is not the ""standing army"" that is fighting the current wars, it is oath taking militia/civilians from the State National Guards and reserve forces who have taken the same oath many of us have, to protect the Constitution from all enemies both domestic and foreign. That is not to say that only those people are the militia either!Can you name one successful government that has ever won a guerrilla war? Russia fought in Afghanistan for how long before it limped back home?",0
Crime has dropped significantly in New York and Los Angeles in recent years.,0
Since they are issued by the military I would think so.,0
"Just as you were stating that it was not as an example, so was I stating that it was to me as an example. So, your reasoning that we can know if it is or is not a person is because people disagree on whether or not it is? That theory could use a bit more explanation.",0
Oh never mind that such a condition would be toxic...not to mention that no ice cores support such magical ideas.,0
"You do not have a right to drive. No one does. Driving is not a right. The state does not owe it to you to give you a license to drive. The activity of driving is a priveldge granted by the state, not a right.Rights are not regulated by government. You have them and no earthly authority can take it away from you. The state never gave me my rights, I already had them, nor do I have to ask for permission to exercise them.",0
And there are plenty of people who smoke who don't develop lung cancer. You're cherry picking.,0
"this statement isn't logical.It does not follow that if the person who creates the laws has to therefore follow them or can't change them...or even that they apply to him. If a teacher says ""no talking in the classroom"" it doesn't apply to the teacher now does it.",0
"There's no adding of firearms going on, because they're already there! The criminals have them, that's a hard fact of life that can't ever be changed. Deal with it. What we want is for the intended victims to be on equal footing with the bad guys. There's nothing unreasonable about that.",0
"Many of the gun hating crowd also own guns. It's the elitism belief, that they're superior to all humans and thus deserve to be armed, while everyone else in the world should be unarmed and bow before them as if they're gods.",0
I'm glad you made the same correlation I did. ToE is a substitute for #### in this case.,0
"You have ignored a third option, my denier of all that is right and good. That third option is the one you atheists and secular humanists refuse to consider, and that is that God spoke the stars into creation at the same time as Genesis says He spoke everything into existence in 6 days time as Genesis declares. What is dishonest and deceptive about your position is to then extrapolate from that info that it is God who is being deceptive. It is like saying that because you reject the gospel of Jesus as I accurately and honestly share it with you, that it is me lying about that gospel because you have rejected it. It is the most irrational and dishonest reasoning possible, yet it defines the way your minds work. emoticonXDonno",0
"So essentially the good thing about religion is that it poses a question that may or may not be completely meaningless and then invents a happy-making answer to satisfy the curiosity thus engendered? Wow, that's so much more profound than eradicating smallpox.",0
"And I think that if I fall off a tall cliff, I'll die. Does that mean that gravity and science are either evil or incorrect?",0
"So country by country, the world is going to hell in a hand basket. And this pleases you, why? emoticonXFrazzled",0
"In what universe is there a right to murder?Unfortunately, we in the United States have only recently recognized that abusing children and owning slaves is not a right.And, only recently have women enjoyed the right to vote in the United States.What certain activities are forbidden in public?Some of the conservative red states have only recently decreed that there should be speek limits. Not for safety reasons, of course.And, George Walker Bush has guaranteed the right of corporations to dump dangerous chemicals into lakes and rivers and the oceans.",0
"And statistically a school massacre by someone with a concealed carry permit is just short of being nonexistent, but that fact still doesn't mean a thing to you.",0
"And justifiably. If you don't see the problem, then you are the problem. The proposed revisions is typical YEC banter about ""evolution is a theory"" - without making it clear what a theory is. ""Teach all sides of the question."" That's code for teaching ""creation theory"" or ID. Does that mean that in geography class the teachers should present a flat earth as a reasonable alternative? How about the earth as the center of the universe? No? I am all for teaching well supported theories that are not in agreement with the mainstream, but ID or creationism aren't them.",0
"From a book review of BETTER FOR ALL THE WORLD: The Secret History of Forced Sterilization and America's Quest for Racial Purity by Harry Bruinius:http://www.nytimes.com/2006/02/26/bo...w/26satel.htmlHmmm, Teddy Roosevelt, Winston Churchill, the Rockefeller foundations, millions of Americans, the State of Indiana. . . all these embraced the concept of EUGENICS.Interesting, yes?",0
If you truly believe this then I think you need to re-read your posts and put yourself in the shoes of those on the receiving end.,0
"No it's not. Wouldn't it be nice if you knew enough to differentiate between theory, evidence and definition.[/quote]Ha! Now, however, genes are ""losing their glitter.""[/quote]I wasn't aware that they glittered. What are you talking about?",0
"So, you got your tubes tied because ""With womens right's getting shredded in the debate over abortion, fewer and fewer women are going to want to even risk have sex with men at all. It'll cause a wave of abstinence and imprisonment that will cut succesive generations in half. That'll even further errode the solvancy of social security."" Why would one get their tubes tied if they were swearing off men? emoticonXConfused And do you really believe the rest of the load about imprisonment and SS solvancy erosion, too? emoticonXRolleyes",0
"So if an atheist believes that humans are the highest form of intelligence, and a devout Christian believes God is the highest form of intelligence, the Christian should allow the atheist to force him to behave as if humans are the highest form of intelligence?",0
"I think I posted that awhile ago. Its huge BS. Thats like saying ""Civil rights hurt blacks"". Even though abortion may have some unwated side affects, its no where near the emotional and physical pain and suffering for the rest of your life than a forced pregnancy. Just goes to show that the pro-life movement is desperate.",0
"but they do support the choice to abort a fetus or embryo. An argument made for slavery was that ""you don't have to own them but don't tell us what to do""..a fairly similar argument but doesn't show whether or not abortion is wrong just that some lines of thinking should be questioned.",0
"You know something is wrong with this world when people start calling embryos and non-sentient life forms victims and referring to martin Luther King Jr. to justify their views. It seems today that anyone that shows any decency or slight intelligence or common sense is labeled a radical leftist. Man, the republicans are getting desperate when you see them trying to equate embryos to men using MLK.",0
But doesn't Genesis imply that creation occured in one 7-day period (though the days could be symbollic)?,0
"I think a free society works better by saying ""You have to have at least a certain variety to give your customers a choice in products"". Businesses should have the restrictions, not private citizens.",0
"Well I think that god must be a bit confused since he also says....Now therefore kill every male among the little ones, and kill every woman that hath known man by lying with him. But all the women children, that have not known a man by lying with him, keep alive for yourselves.  Numbers 31:17-18He doesn't seem to mind at least some retroactive abortions....",0
"A master baiter like you should present your thesis to be taken seriously, you haven't and you aren't.",0
"So what is your point? Are you claiming that the tenets of christianity are in doubt because the several thousand denominations hold contradictory views? Science proceeds by challenges and contradictions. Contradiction in science is not evidence of doubt but evidence of a field of advance. In religion, it is without question, a matter of the veracity of the ultimate truth. Which of the thousands of christian faiths hold the truth?",0
"First off, define ""government funded"". The FBI? The CIA? Other federal law enforcement agencies? The military? All vital government entities that are and should be armed. The fact that governments around the world have killed their own citizens after disarming them does not mean that they should not be armed, it means that the citizens should not be disarmed. Think of what our country would have become over the last 100 years without an armed government.",0
"No, neither am I suggesting that illegality makes something immoral. Legality and morality are completely separate things.",0
"Actually, you have slipped into talking Bible here and seem to be refering to the miracle of Lazarus.",0
I believe I would know when my own post is sarcasm or not...,0
I'll take these questions (one at a time) in the other thread.,0
"You still haven't learned what Google is have you Yankee Fan?HowStuffWorks ""Artificial Life""Artificial Life Likely in 3 to 10 Years - Science - redOrbitAnd relying entirely on insults is not a good way of gaining credibility. It didn't work on Livewire, it won't work here.",0
"Well, if Genesis was in fact true, then we would have to assume that God is real and the Bible more or less explains what he wants, right? And if there is someone ""up there"" who will damn you to eternal torment if you don't do what he wants (which is one interpretation of the Bible) than that might effect the way you act. I realize that that isn't exactly the same as changing your moral compass, but history has demonstrated that most people's moral will stretch to accomodate pressing needs, and I think an actual vengeful diety would qualify.",0
"Doesn't that explain why manslaughter is like miscarriage, rather than why it is different?And Clerisian, you didn't seem to be arguing that the two were distinct, rather you appeared to say that pro-lifers did support charging mothers who miscarried with manslaughter (where the mother's actions, say, drinking heavily, were the cause of death).",0
"I agreew with you in principle. However, I see too many flaws in our justice system to make it useful at this point.",0
"No it isn't. There was an incident here in the states last year that had an elderly woman beaten and raped, and several days later her rapist came back to do it again and she killed him on the spot. She wasn't brought to court to face trial even know she killed someone.THAT is how something like this should be handled.",0
"As an aside I do admire your way with words, bravo!",0
"And here you reveal your prediliction for reading what you want to see into the words of others. I described materialism embracing new forces and phenomena which have withstood the rigors of the scientific method. I explicitly described science as a methodology, not a philosophy. You are wrong about me, WW, and the longer you pretend otherwise, the more time you're going to waste on strawmen and the more chances I'm going to get to make your arguments look silly. It's up to you. Argue with me, or argue with the person you want me to be.",0
"Well then quit trolling, and start debunking the BS by providing links to cases that were solved by having a gun registry in place.",0
"And the other website says they are working on ""over unity"" machines. :)You know, perpetual motion. :)http://www.earthtech.org/about/index.html",0
"I think we are all aware that abortion is a terrible thing. No-one is denying that. And contrary to what some people might think, there is nothing anyone could say to make (most) women undergoing an abortion feel any worse about it. Just like any traumatic situation, sometimes you might just need to talk to someone about it, make sure your head is in the right place. And yes, some abortion clinics do provide counseling, but as far as i know, all of them provide referrals to other organizations that do. Contrary to what some people might think, the employees at these clinics, for the most part, are caring, compassionate people.",0
"Just making sure that everybody is aware of his evasion, misrepresentation, and dishonesty. I figured a good time to do that would be while he was accusing scientists of these things... (I figure it's a damn good illustration when a paper's author tells him to stop misrepresenting the paper, and he keeps doing it anyway.)In fairness, being a creationist isn't necessarily an indicator of dishonesty; there are plenty of creationists who are creationists simply because they are uneducated about the subject. Unfortunately, supersport isn't part of this group; he has seen the evidence and is willfully ignorant of it.",0
"I don't see how this is not a debate about abortion. True, it's become mildly less concrete, but that's what happens when you try to get it right.",0
"Sorry to inform you, but until you are 18 years old in this country, you are not granted full protection of your rights under the constitution of the united states. I don't agree with testing either, but saying that it violates your rights is not a valid argument.",0
"Well then what the devil are you moaning about then? It's not like Browning shot King, or actually made the rifle that was used or anything like that. Hell it wasn't even a rifle made by the Browning company.There's absolutely no connection between the two for you to be bitching about.",0
"It won't. I'd think any responsible parent with a teen under the age of 18 who has a sound relationship with that teen would discuss the possibility of her becoming sexually active (a normal function in spite of some puritan attitudes) and offer simple avoidance of possible pregnancy and abortion. Like vehicle insurance she may never need it, but going without either one is plain stupid.",0
"No Peeling, it would be, ""We proved it was possible to evolve as humans have, so why can only we do it?"" Why hasn't one other creature on Earth ever evolved to our level of sophistication in the same alleged 4 billion years that we have had to attain our level of evolution? If evo is real, then it seems only right that it should touch all species equally and that all species that weren't forced into extinction, but survived and overcame the pressures they faced should have ended up in a similar evolved place that man has attained in 4 billion years.Unless of course that the science of evolution is a humanistic justification to explain our origins but has no basis in fact what so ever. And that is my claim and belief.",0
You offer no positive evidence towards Creationism nor did you deny that the idea of Creationism as scientific was destroyed long ago.,0
"So what?? Who cares what the number of assumptions are? What we care about is whether the idea is correct. And to determine whether it is correct, you have to have data, not counting assumptions.",0
They don't live in an environment where such events are likely. At one time there were several species of hominini living at the same time. Evolution is more bushlike that ladder like. It just so happens that we are the only species that remains.,0
"No, it doesn't. It is an example of how one part of the theory of evolution works to effect changes in a population.",0
"Max has outed himself as a hillbilly who cannot spell or incorporate correct punctuation.I wonder if this effects his ability to know what evidence is ?Apparently so since he believes man evolved.""attacking in"" LOL !Ray M.",0
"So God gets to do these terrible things, but He gets a free pass because He's God?Kinda funny what happens when you show Archie that the Bible doesn't even support his beliefs, isn't it guys?I still like the fact that the Bible says not to count children under one month of age as persons, yet here Archie expects us to count a zygote as ""a human life.""",0
I don't see why it is so hard to accept he lied. He lost is award and lost his job over his data.,0
"Really? A human can be determined scientifically. Personhood is a human legal construct. You cannot prove scientifically what a ""person"" is.",0
"If the child is to be born into a poverty stricken part of the world and is expected to die by the age of 7 by either disease or lack of food, why not spare pain and abort?",0
"Just curious, is it beyond you to make a post that includes common sense and logic? I'm thinking it is since all of you posts seem to be based on rhetoric and emotion. Three paragraphs and all of them contain a falsehood/ lie, congrats your batting 1.000.",0
"Today I was driving my son and two of his team-mates to basketball practice. One of the kids used the word gay in a derogatory manner. I asked him not to. My son said ""ya, my dad is gay."" No teasing, no name calling, a few curious a questions and back to basketball.My son has also been thrown to floor of the bus and force fed garbage for asking a kid to not use the word ""gay"" in a derogatory manner.Do you really think the solution is to prevent gay people from forming families so mean kids can have free reign to be little asses? Or maybe the fact that a kid has gay parents isn't the real issue.I would also like to point out that your argument fails to address the thousands of gay parents who have BIOLOGICAL children.",0
"Yes, homo habilus was a monkey. I've been telling people that for years.",0
So there you have it: AMENDMENTS ARE PART OF THE CONSTITUTION.,0
Hope you have fun carrying your pistol through the post office lobby!,0
"Do you have a quote? a link? anything to make us think that you're not spinning this like you tend to spin everything else?Here's something you didn't think through: you say that ""inherent"" human dignity is a derivative of the image-of-God claim. First, that makes it most certainly not inherent but derived. Second, you insult the entire human race when you claim that human dignity is dependent upon anything else. I'm sorry that you think so little of humans.",0
"No! At conception we are a person and human.All living things belong to a species and the foetus is a living thing, for that reason a foetus must belong to a species, and that species is human.A fingernail is dead so cannot be considered a living human, nor will it develop into a human.The sperm only has half the chromosomes so is not human.The unique human is the key element here, if you cut your nail, the DNA from the nail can be replicated by the living persons nail, a foetus when destroyed cannot have itself replicated, the unique DNA that is destroyed will never be see on earth again, that individual has gone forever, howver, the man with the nail clipped is still alive.",0
"I think perhaps you're confused.1. I know of no meaningful definion of the term ""god' as it pertains to reality.2. When you mention science and history, that implies you are interested in reality.3. There is no evidence to support mythological deities, god or God or Odin or the easter bunny.* So, yes THERE IS NO EVIDENCE of the existence of any mytholgoical gods.** Yes, there is no evidence that the universe was created, or if that statement even has meaning if the universe always was, and always will be.p.s. There is easter bunny.-Mach",0
"The idea of abortion as population control is absurd, especially forced abortions as someone mentioned a few posts ago. Anyone who has read a biology book knows the world has methods of population control on its own, we don't need to be doing stuff like that ourselves.",0
Well I guess Nato basically::p summed it up:Stupid is as stupid doe's.,0
"You need to read what people say more thoroughly, and think about it before you respond. When he said ""can"" (and there are not many simpler words than that!) It didn't mean ""will"", ""must"", or ""shall"" be more aggressive. It has been shown that in some cases it ""CAN"" happen. It may not have happened with you. It still might, we don't know. We might even say that it is not likely to happen, but we can't say that it won't, because sometimes some people do behave more aggressively when they have a gun.",0
Because it's a blatantly obvious fact of nature and intellectually honest experts in the field accept it.,0
"So what, the thread isn't about her signature. If we started responding to threads by attacking people's signatures, we'd all be in serious trouble. Especially me emoticonXAngel",0
"Well, we'll ignore the fact that you think dinos are the same as modern day reptiles, and we'll ignore the fact that you are assuming that what goes today must have gone before (something you rant against on a daily basis). Who said anything about reptiles or dinosaurs?",0
"And how would Bush look if his own people hated him so much that they revolted? That would be very bad publicity, and quite an embarrassment that I wouldn't want as a country leader.",0
"Actually, Mega didn't make any claims. He just reposted an editorial.",0
"If Obama had his way, standing against the government would be the most patriotic thing someone could do.",0
"Strawman. The argument is not to do whatever one wishes with ones body. The argument is soley that one does not have to have another attached, ever, against ones will.",0
"But of course, according to one singularly deranged poster here, it's the Republicans  who are truly pro-gay (they just can't show it, doncha know), while the Democrats are just paying phony-baloney lip service to us...",0
"No, everyone should have those regardless of marriage. You're the one here who seems to think straight and gay marriage should be a litmus test for those things.",0
