Text,Context,Show,Label,linguistic_cue_prompt,contextual_cue_prompt,emotional_cue_prompt,linguistic_cue,contextual_cue,emotional_cue
"CHANDLER: Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".","ROSS: After the party I saw Rachel kissing that jerk from her office out on your balcony.
",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Our balcony? Seriously? That\'s so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Our balcony? Seriously? That\'s so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Our balcony? Seriously? That\'s so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".\n\n        '}]","Here are the linguistic cues for sarcasm detection in the input sentence:

**Keywords:**

* ""Seriously?"" (a common phrase used to express irony or sarcasm)
* ""That's so funny"" (a phrase that sounds like it's meant to be humorous, but the tone is likely sarcastic)

**R","Here are the contextual cues extracted from the input sentence for sarcasm detection:

**Topic:** The topic is Chandler's suggestion to put lights on their balcony and Monica's refusal.

**Context:** The context is a conversation between Chandler and Monica about putting lights on their balcony. The conversation likely took place in a casual setting,","Here are the linguistic cues for sarcasm detection in the input sentence:

**Keywords:**

* ""Seriously?"" (a common phrase used to express irony or sarcasm)
* ""That's so funny"" (a phrase that sounds like it's meant to be humorous, but the tone is likely sarcastic)

**R"
"PHOEBE: Uh-huh, well! But umm, still I'm-I'm mad at you.","PERSON: I knew it, wow!!
 PHOEBE: Wait-wait-wait, wait! Puppies. Cute or ugly?
 PERSON: Ohh, so cute.
",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PHOEBE: Uh-huh, well! But umm, still I'm-I'm mad at you.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PHOEBE: Uh-huh, well! But umm, still I'm-I'm mad at you.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PHOEBE: Uh-huh, well! But umm, still I'm-I'm mad at you.\n\n        ""}]","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords:**
	* ""Uh-huh"" - This phrase can be a sarcastic way of acknowledging or agreeing with someone, often with a hint of annoyance or frustration.
	* ""","From the input sentence, I've extracted the following contextual cues that may indicate sarcasm:

1. **Topic**: The topic of the conversation appears to be a conflict or disagreement between Phoebe and someone (likely a friend or acquaintance).
2. **Context**: The conversation seems to be taking","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords:**
	* ""Uh-huh"" - This phrase can be a sarcastic way of acknowledging or agreeing with someone, often with a hint of annoyance or frustration.
	* """
"RACHEL: Yeah, I'm fine.","PERSON: Hi. Well, look, I was just gonna leave a message, isn't tonight your, your big anniversary dinner?
 RACHEL: Yeah. Well, umm.....
 PERSON: Rach, are you okay?
",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        RACHEL: Yeah, I'm fine.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        RACHEL: Yeah, I'm fine.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        RACHEL: Yeah, I'm fine.\n\n        ""}]","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords:** ""fine"" - This word has a neutral connotation, but in a sarcastic tone, it can imply the opposite, meaning ""not fine"" or ""bad"".
2.","From the input sentence, I can extract the following contextual cues for sarcasm detection:

* **Topic**: The topic is likely to be the speaker's emotional state or well-being, as Rachel claims to be ""fine"" which is a common phrase used to express a lack of enthusiasm or dissatisfaction.
","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords:** ""fine"" - This word has a neutral connotation, but in a sarcastic tone, it can imply the opposite, meaning ""not fine"" or ""bad"".
2."
SHELDON: I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.,"HOWARD: You know, joking, kidding around, hurting feelings.
 SHELDON: Okay, my turn. 
Let me talk to him.
 LEONARD: Go ahead.
 SHELDON: 2311 North Los Robles Avenue, Pasadena, California to International Space Station.
Can you read me? Over.
 HOWARD: (imitates walkie-talkie static) Yes, I read you, Sheldon.
 SHELDON: Copy that. Over. (imitates walkie-talkie static)
 LEONARD: What are you doing?
",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.\n\n        ""}]","Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Contrast**: The sentence starts by stating that Sheldon is talking to a man in space, which is an extraordinary and impressive feat. However, the contrast is quickly undermined by the comparison to a mundane location like the","Here are the contextual cues that can be extracted from the input sentence for sarcasm detection:

**Topic:** Space, technology, and communication

**Context:** The conversation is likely taking place in a sci-fi or futuristic setting, possibly in a TV show or movie. The mention of a ""walk","Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Contrast**: The sentence starts by stating that Sheldon is talking to a man in space, which is an extraordinary and impressive feat. However, the contrast is quickly undermined by the comparison to a mundane location like the"
PENNY: Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,"SHELDON: Oh, oh, oh.
 SHELDON: Was he the one who made you eat your arm hair?
 LEONARD: No, but, actually, that was this guy's sister.
 PENNY: All right, well, what do you think he wants?
 LEONARD: I don't know.
 SHELDON: You know, the holidays are just around the corner.
 SHELDON: Maybe he wants to see if he can lodge the other testicle up there.
 LEONARD: I told you. That was a different guy.
",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PENNY: Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PENNY: Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PENNY: Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.\n\n        ""}]","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords:** ""too bad"" - This phrase is often used to express sympathy or disappointment, but in this context, it may be used ironically to convey the opposite sentiment.
2. **R","Here are the contextual cues that can be extracted from the input sentence for sarcasm detection:

1. **Topic**: The topic is the disappointment or bad news about not being able to spend New Year's Eve waiting for the ball to drop.
2. **Context**: The context is a conversation about","From the input sentence, I've extracted the following linguistic cues that may indicate sarcasm:

1. **Keywords:** ""too bad"" - This phrase is often used to express sympathy or disappointment, but in this context, it may be used ironically to convey the opposite sentiment.
2. **R"
CHANDLER: I really don't wanna sit with Allen Iverson over there .,"CHANDLER: Wish I could switch with someone.
",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: I really don't wanna sit with Allen Iverson over there .\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: I really don't wanna sit with Allen Iverson over there .\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: I really don't wanna sit with Allen Iverson over there .\n\n        ""}]","Here are the linguistic cues I've extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""really"" (a common keyword for sarcasm, as it's often used to emphasize the opposite of what's meant)
* ""don't wanna"" (a phrase that implies reluctance","Here are the contextual cues extracted from the input sentence for sarcasm detection:

* **Topic:** The topic is likely related to social situations or interactions, specifically seating arrangements.
* **Context:** The context is likely a conversation or a social setting where people are sitting together. The speaker, Chandler,","Here are the linguistic cues I've extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""really"" (a common keyword for sarcasm, as it's often used to emphasize the opposite of what's meant)
* ""don't wanna"" (a phrase that implies reluctance"
JOEY: Weā€™re not peeking?,"PERSON: Come on!
",FRIENDS,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        JOEY: Weā€™re not peeking?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        JOEY: Weā€™re not peeking?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        JOEY: Weā€™re not peeking?\n\n        '}]","Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Question tag**: The sentence ends with a question tag (""not peeking?""), which is an unexpected way to phrase a statement. In normal conversation, we wouldn't ask a question like this unless we're being","From the input sentence, I can extract the following contextual cues for sarcasm detection:

* **Topic:** The topic is likely to be a situation where someone is trying to conceal something or keep a secret.
* **Context:** The context suggests that the speaker, JOEY, is implying that they","Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Question tag**: The sentence ends with a question tag (""not peeking?""), which is an unexpected way to phrase a statement. In normal conversation, we wouldn't ask a question like this unless we're being"
SHELDON: How nice. Maybe they can carpool when they visit you in federal prison.,"HOWARD: So my friend Leonard is gonna take you home.
 PERSON: Okay. Let's go, friend Leonard.
 HOWARD: I'll call ya.
 PERSON: So are you a scientist like Howard?
 LEONARD: No one's a scientist like Howard.
 HOWARD: My mother is so gonna love her.
",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        SHELDON: How nice. Maybe they can carpool when they visit you in federal prison.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        SHELDON: How nice. Maybe they can carpool when they visit you in federal prison.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        SHELDON: How nice. Maybe they can carpool when they visit you in federal prison.\n\n        '}]","From the input sentence, I've identified the following linguistic cues that suggest sarcasm:

1. **Keywords**: ""How nice"" - This phrase is a common sarcastic expression that implies the opposite of what it literally means. The word ""nice"" is often used to convey irony or mocking tone","Here are the contextual cues I've extracted for sarcasm detection:

**Topic:** The topic is likely the visitation of someone (possibly a friend or acquaintance) to SHELDON's home.

**Context:** The context is a conversation or a situation where SHELDON is responding to someone's","From the input sentence, I've identified the following linguistic cues that suggest sarcasm:

1. **Keywords**: ""How nice"" - This phrase is a common sarcastic expression that implies the opposite of what it literally means. The word ""nice"" is often used to convey irony or mocking tone"
"BERNADETTE: Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.","BERNADETTE: Should I give him another chance?
 LEONARD: It's up to you. He didn't call your experiment stupid.
 BERNADETTE: Come here, tushy face.
 LEONARD: ""Tushy face. "" Raj, you should've seen Leonard's experiment.
",BBT,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        BERNADETTE: Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        BERNADETTE: Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        BERNADETTE: Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.\n\n        ""}]","From the input sentence, I've extracted the following linguistic cues that could indicate sarcasm:

1. **Keywords:**
	* ""cool"" is an unexpected adjective to describe an experiment, which could be a hint of sarcasm.
2. **Rhetorical devices:**
	* The","Here are the contextual cues I extracted for sarcasm detection:

**Topic:** Physics/Science (specifically, an experiment involving electron beams and interference patterns)

**Context:** The conversation is likely taking place among friends or colleagues who are familiar with scientific concepts. The tone is informal, with a casual","From the input sentence, I've extracted the following linguistic cues that could indicate sarcasm:

1. **Keywords:**
	* ""cool"" is an unexpected adjective to describe an experiment, which could be a hint of sarcasm.
2. **Rhetorical devices:**
	* The"
"CHANDLER: I mean, you and I we're just, y'know, we're nothing, we're goofin' around.","MONICA: Umm, listen there's something I think you should know.
 CHANDLER: Oh, is this about you-you dating the nurse? Yeah, Joey already told me, and I am so-so fine.
",FRIENDS,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: I mean, you and I we're just, y'know, we're nothing, we're goofin' around.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: I mean, you and I we're just, y'know, we're nothing, we're goofin' around.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: I mean, you and I we're just, y'know, we're nothing, we're goofin' around.\n\n        ""}]","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""nothing"" (implies a lack of importance or significance, which is ironic given the context)
* ""goofin' around"" (a casual, informal phrase that may convey a sense","From the input sentence, I've extracted the following contextual cues for sarcasm detection:

1. **Topic**: The topic is likely a conversation or interaction between two people, specifically Chandler and another person (not specified).
2. **Context**: The context is informal, as indicated by the use of","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""nothing"" (implies a lack of importance or significance, which is ironic given the context)
* ""goofin' around"" (a casual, informal phrase that may convey a sense"
"DOROTHY: In what Blanche, dog years?","DOROTHY: Was there ever any doubt?
 BLANCHE: Momentarily. This is strictly off the record, but Dirk's nearly five years younger that I.
",GOLDENGIRLS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        DOROTHY: In what Blanche, dog years?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        DOROTHY: In what Blanche, dog years?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        DOROTHY: In what Blanche, dog years?\n\n        '}]","From the input sentence, I've extracted the following linguistic cues for sarcasm detection:

**Keywords:**

* ""Blanche"" (a proper noun, likely referring to a person, which can indicate a tone of familiarity or informality)
* ""dog years"" (a humorous and informal way","Here are the contextual cues I've extracted for sarcasm detection:

**Topic:** The topic is likely related to dogs, specifically their age in ""dog years"".

**Context:** The context is a conversation between two people, Dorothy and Blanche, which suggests a casual and informal setting.

**Common","From the input sentence, I've extracted the following linguistic cues for sarcasm detection:

**Keywords:**

* ""Blanche"" (a proper noun, likely referring to a person, which can indicate a tone of familiarity or informality)
* ""dog years"" (a humorous and informal way"
"HOWARD: ""Dave."" Sounds like Leonard's got a new BFF.","HOWARD: There are always do-overs when my people play sports.
 SHELDON: Where were you that's more important than Wii bowling night?
 LEONARD: Actually...
 SHELDON: It's rhetorical.
There is nothing more important than Wii bowling night.
 LEONARD: Come on, it's just a video game. And we suck at it.
 SHELDON: Nice motivational speech from the team captain.
 SHELDON: Where were you?
",BBT,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        HOWARD: ""Dave."" Sounds like Leonard\'s got a new BFF.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        HOWARD: ""Dave."" Sounds like Leonard\'s got a new BFF.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        HOWARD: ""Dave."" Sounds like Leonard\'s got a new BFF.\n\n        '}]","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""BFF"" (Best Friends Forever) - a colloquialism often used in a humorous or ironic way, which may indicate sarcasm.
* ""new"" - emphasizing the sudden or","From the input sentence, I've extracted the following contextual cues for sarcasm detection:

1. **Topic**: The topic is likely related to relationships or social connections, as it mentions ""BFF"" (best friends forever) and Leonard having a new friend.
2. **Context**: The context","Here are the linguistic cues extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""BFF"" (Best Friends Forever) - a colloquialism often used in a humorous or ironic way, which may indicate sarcasm.
* ""new"" - emphasizing the sudden or"
"LEONARD: Well, yeah, sex with you is pretty great. Have you ever tried it?","PENNY: That was a really nice dinner.
 PENNY: I'm glad you asked me out again.
 LEONARD: Me, too; I missed you.
 PENNY: You see me all the time.
 PENNY: You sure you just don't miss the sex?
",BBT,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        LEONARD: Well, yeah, sex with you is pretty great. Have you ever tried it?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        LEONARD: Well, yeah, sex with you is pretty great. Have you ever tried it?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        LEONARD: Well, yeah, sex with you is pretty great. Have you ever tried it?\n\n        '}]","Here are the linguistic cues I extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""Well"" (a filler word often used to soften the tone of a statement, which can be a hint of sarcasm)
* ""pretty great"" (a phrase that is not typically","A classic example of sarcasm!

Here are the contextual cues that suggest sarcasm in this input sentence:

1. **Topic**: The topic is a personal and intimate one, which makes it unlikely that the speaker is being genuine.
2. **Context**: The conversation is likely between friends or acquaintances","Here are the linguistic cues I extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""Well"" (a filler word often used to soften the tone of a statement, which can be a hint of sarcasm)
* ""pretty great"" (a phrase that is not typically"
"CHANDLER: Look I never should have kissed your girlfriend, but I'm","CHANDLER: Hey, it's me. I know you can't stand to be in the same room as me, so I just thought I'd try and apologize over the phone.
 JOEY: Hello.
",FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Look I never should have kissed your girlfriend, but I'm\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Look I never should have kissed your girlfriend, but I'm\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Look I never should have kissed your girlfriend, but I'm\n\n        ""}]","Here are the linguistic cues that I've extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""Look"" (a common phrase used to begin a sentence, often indicating a shift in tone or emphasis)
* ""Never should have"" (a phrase that implies regret or apology","From the input sentence, I've extracted the following contextual cues for sarcasm detection:

1. **Topic**: The topic is likely a personal relationship or a romantic situation, given the mention of ""kissing someone's girlfriend"".
2. **Context**: The context appears to be a conversation between two","Here are the linguistic cues that I've extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""Look"" (a common phrase used to begin a sentence, often indicating a shift in tone or emphasis)
* ""Never should have"" (a phrase that implies regret or apology"
PHOEBE: Was it not pain-free?,"MONICA: Did that!
 PHOEBE: Grasp one of the linen strips by its  'easy grab tab' and pull it off in one quick pain free motion.
 MONICA: Okay.  Ow!!!!! Ow-oh-oh!
",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PHOEBE: Was it not pain-free?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PHOEBE: Was it not pain-free?\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PHOEBE: Was it not pain-free?\n\n        '}]","Here are the linguistic cues that can be extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""not"" - a negation word that can indicate irony or contradiction
* ""pain-free"" - a phrase that implies a positive experience, which is being negated

**","From the input sentence, I extract the following contextual cues for sarcasm detection:

1. **Topic**: The topic is likely related to a medical procedure or experience, as the phrase ""pain-free"" is often used to describe a medical outcome.
2. **Context**: The context is likely a","Here are the linguistic cues that can be extracted from the input sentence for sarcasm detection:

**Keywords:**

* ""not"" - a negation word that can indicate irony or contradiction
* ""pain-free"" - a phrase that implies a positive experience, which is being negated

**"
PENNY: There a new girlfriend in there? 'Cause you might need one.,"SHELDON: Leonard, what do the two of you talk about after the coitus?
 HOWARD: My guess is, ""Hey, four minutes! New record!""
 HOWARD: That's why I'm the funny one.
 LEONARD: Anyway, we followed the guy to this garage sale, and they had the coolest stuff.
 HOWARD: They were closing up. We got this whole box for 60 bucks.
 LEONARD: We didn't even get to go through it all. There could be anything in here.
",BBT,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        PENNY: There a new girlfriend in there? 'Cause you might need one.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        PENNY: There a new girlfriend in there? 'Cause you might need one.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        PENNY: There a new girlfriend in there? 'Cause you might need one.\n\n        ""}]","Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Keywords**: ""new girlfriend"" and ""might need one"" are keywords that indicate a sarcastic tone. The speaker is implying that the person already has a girlfriend, but is saying the opposite to be humorous.
","Here are the contextual cues for sarcasm detection:

**Topic:** The topic is a person's romantic life, specifically their relationship or lack thereof.

**Context:** The context is a conversation or situation where Penny is likely trying to make a witty remark or comment on someone's (perhaps a friend's","Here are the linguistic cues that suggest sarcasm in the input sentence:

1. **Keywords**: ""new girlfriend"" and ""might need one"" are keywords that indicate a sarcastic tone. The speaker is implying that the person already has a girlfriend, but is saying the opposite to be humorous.
"
